Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.05    119.67     0.06    80001     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.05    119.72     0.06   160002     0.00     0.00  std::vector<double, std::allocator<double> >::max_size() const
  0.04    119.77     0.05        1     0.05     0.05  _GLOBAL__sub_I__ZN24Asymmetric_Finite_VolumeC2E4Grid
  0.04    119.82     0.05   160002     0.00     0.00  std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&)
  0.04    119.86     0.05  5506924     0.00     0.00  void std::_Construct<std::vector<Value, std::allocator<Value> >, std::vector<Value, std::allocator<Value> > const&>(std::vector<Value, std::allocator<Value> >*, std::vector<Value, std::allocator<Value> > const&)
  0.03    119.90     0.04    10008     0.00     0.00  std::vector<Value, std::allocator<Value> >::vector()
  0.03    119.94     0.04                             bool std::operator!=<Value>(std::allocator<Value> const&, std::allocator<Value> const&)
  0.03    119.98     0.04 11015975     0.00     0.00  std::vector<Value, std::allocator<Value> >* std::__addressof<std::vector<Value, std::allocator<Value> > >(std::vector<Value, std::allocator<Value> >&)
  0.03    120.01     0.04                             void __gnu_cxx::new_allocator<double>::destroy<double>(double*)
  0.02    120.04     0.03 11155150     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > >::base() const
  0.02    120.07     0.03  5561448     0.00     0.00  bool __gnu_cxx::operator!=<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > >(__gnu_cxx::__normal_iterator<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > > const&)
  0.02    120.10     0.03  5506924     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > >::operator*() const
  0.02    120.13     0.03  1628827     0.00     0.00  std::vector<Value, std::allocator<Value> >::operator=(std::vector<Value, std::allocator<Value> > const&)
  0.02    120.16     0.03  1628827     0.00     0.00  __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > > >(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > >)
  0.02    120.19     0.03  1628827     0.00     0.00  __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > > std::copy<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > > >(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > >)
  0.02    120.22     0.03    80001     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double>(double&&)
  0.02    120.25     0.03     9999     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.02    120.28     0.03     1616     0.00     0.00  void std::_Construct<std::vector<Grad, std::allocator<Grad> >, std::vector<Grad, std::allocator<Grad> > const&>(std::vector<Grad, std::allocator<Grad> >*, std::vector<Grad, std::allocator<Grad> > const&)
  0.02    120.31     0.03                             void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*)
  0.02    120.34     0.03  5508292     0.00     0.00  void std::_Destroy<std::vector<Value, std::allocator<Value> > >(std::vector<Value, std::allocator<Value> >*)
  0.02    120.36     0.03                             std::enable_if<std::allocator_traits<std::allocator<double> >::__destroy_helper<double>::value, void>::type std::allocator_traits<std::allocator<double> >::_S_destroy<double>(std::allocator<double>&, double*)
  0.02    120.38     0.02  5506924     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > >::operator++()
  0.02    120.40     0.02     9999     0.00     0.00  std::allocator<double>::allocator()
  0.02    120.42     0.02     9999     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.02    120.44     0.02     2225     0.00     0.00  Grad* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*, Grad>(__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, __gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*, std::allocator<Grad>&)
  0.01    120.46     0.02     9999     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.01    120.47     0.02     2225     0.00     0.00  Grad* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*>(__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, __gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*)
